PKABCODE,index_right,prop_name,prop_id,primary_commodity,projects,dev_stage,activ_status,commodities_list,state_province,latitude,longitude,mo_yr_source_d
7371,659,Yusco Smelter,89509,Nickel,Facilities,Construction Planned,Active,Nickel,Sulawesi Selatan,-5.1477,119.50799,2022-01-01
7401,558,Timah Nickel,77256,Nickel,Projects,Operating,Active,Nickel,Sulawesi Tenggara,-5.25955,121.82351,2022-04-01
7403,657,PT Sambas Plant,89505,Nickel,Facilities,Commissioning,Active,Nickel,Sulawesi Tenggara,-4.45646,122.36024,2022-01-01
7403,615,Macika Mineral Smelter,85823,Nickel,Facilities,Operating,Care And Maintenance,Nickel,Sulawesi Tenggara,-4.45574,122.3587,2020-09-01
7403,609,Bintang Smelter,85817,Nickel,Facilities,Operating,Active,Nickel,Sulawesi Tenggara,-4.40122,122.19836,2020-09-01
7403,651,Fujian Pan Plant,89495,Nickel,Facilities,Operating,Active,Nickel,Sulawesi Tenggara,-4.40098,122.19843,2022-01-01
7403,595,Virtue Dragon Smelter,85771,Nickel,Facilities,Operating,Active,Nickel,Sulawesi Tenggara,-3.90293,122.41645,2020-09-01
7403,660,Hengshun Plant,89511,Nickel,Facilities,Operating,Active,Nickel,Sulawesi Tenggara,-3.87102,122.44363,2022-01-01
7403,514,Hanking Group,67403,Nickel,Projects,Operating,Active,"Nickel,Iron Ore",Sulawesi Tenggara,-3.6,122.0,2018-07-01
7403,652,MBG Smelter,89497,Nickel,Facilities,Construction Started,Active,Nickel,Sulawesi Tenggara,-3.58625,122.16973,2022-01-01
7403,108,Mandiodo,35922,Nickel,Projects,Feasibility Complete,Active,Nickel,Sulawesi Tenggara,-3.54779,122.19817,2015-03-01
7403,375,Bahubulu,56324,Nickel,Projects,Reserves Development,Active,"Nickel,Cobalt",Sulawesi Tenggara,-3.545,122.31,2017-12-01
7403,471,Lalindu,63930,Nickel,Projects,Reserves Development,Active,Nickel,Sulawesi Tenggara,-3.4627,122.28738,2015-03-01
7403,84,Tapunopaka,31780,Nickel,Projects,Operating,Active,"Nickel,Iron Ore,Cobalt,Magnesium",Sulawesi Tenggara,-3.4627,122.28738,2022-04-01
7403,635,Sulawesi Cahaya Mineral,88763,Nickel,Projects,Reserves Development,Active,"Nickel,Cobalt",Sulawesi Tenggara,-3.00026,121.81975,2022-08-01
7404,78,Pomalaa,31089,Nickel,Projects,Operating,Active,"Nickel,Iron Ore,Cobalt,Magnesium",Sulawesi Tenggara,-4.23359,121.60422,2022-04-01
7404,30,Pomalaa East,28852,Nickel,Projects,Feasibility,Active,Nickel,Sulawesi Tenggara,-4.22492,121.68711,2022-07-01
7404,669,PTVI Plant,89536,Nickel,Facilities,Preproduction,Active,Nickel,Sulawesi Tenggara,-4.21353,121.58613,2021-07-01
7404,446,Pomalaa Smelter,61939,Ferronickel,Facilities,Operating,Active,"Ferronickel,Nickel,Cobalt",Sulawesi Tenggara,-4.187,121.611,2020-09-01
7404,532,Tamboli,68253,Graphite,Projects,Prefeas/Scoping,Active,Graphite,Sulawesi Tenggara,-3.92,121.35,2016-06-01
7404,608,Lapaopao Block Smelter,85816,Nickel,Facilities,Construction Started,Active,Nickel,Sulawesi Tenggara,-3.85394,121.29805,2020-09-01
7404,654,Indotama HPAL Plant,89499,Nickel,Facilities,Construction Started,Active,"Nickel,Cobalt",Sulawesi Tenggara,-3.85382,121.30017,2022-01-01
7501,345,Marisa,52693,Gold,Projects,,Inactive,Gold,Gorontalo,0.48814,121.95163,1991-06-01
7501,5,Marisa,26664,Gold,Projects,Closed,Inactive,Gold,Gorontalo,0.5,121.98333,1989-11-01
7501,237,Pani,40940,Gold,Projects,Prefeas/Scoping,Active,Gold,Gorontalo,0.56144,121.99314,2022-09-01
7501,54,Gunung Pani,29858,Gold,Projects,Target Outline,Inactive,Gold,Gorontalo,0.56167,121.99944,1998-08-01
7501,384,Gorontalo,57116,Gold,Projects,Construction Planned,Active,"Gold,Copper,Silver",Gorontalo,0.57099,122.02488,2021-02-01
7502,20,Gorontalo,27730,Copper,Projects,Prefeas/Scoping,Active,"Copper,Gold,Silver,Molybdenum",Gorontalo,0.31454,123.34911,2021-12-01
7502,392,Tapadaa,57879,Copper,Projects,Exploration,Inactive,"Copper,Gold,Silver",Gorontalo,0.52,123.18,2018-01-01
7502,530,Biyonga,68203,Copper,Projects,Exploration,Inactive,"Copper,Gold",Gorontalo,0.71,123.01,2016-07-01
7502,457,Toluludu/Biyonga,62756,Copper,Projects,Grassroots,Inactive,"Copper,Gold",Gorontalo,0.72961,122.73925,2009-06-01
7502,529,Toluludu,68202,Copper,Projects,Target Outline,Inactive,"Copper,Gold,Silver,Molybdenum",Gorontalo,0.73,122.75,2018-01-01
7502,531,Tahele,68204,Copper,Projects,Exploration,Inactive,"Copper,Gold,Silver",Gorontalo,0.74,123.1,2016-07-01
1102,455,Pananggalan,62650,Iron Ore,Projects,Advanced Exploration,Inactive,Iron Ore,Aceh,2.64,98.01,2014-04-01
1103,454,Bakongan,62644,Manganese,Projects,Grassroots,Inactive,Manganese,Aceh,2.876,97.696,2014-04-01
1103,230,Kruang Batee,40663,Iron Ore,Projects,Exploration,Inactive,Iron Ore,Aceh,2.93352,97.62482,2008-06-01
1103,417,Aceh,60569,Copper,Projects,Exploration,Inactive,"Copper,Gold",Aceh,3.43949,97.09888,2016-12-01
1103,229,Alur Sungai Pinang,40662,Iron Ore,Projects,Exploration,Inactive,Iron Ore,Aceh,3.77889,96.815,2008-06-01
1104,364,Meluak,53510,Gold,Projects,Exploration,Inactive,Gold,Aceh,3.7987,97.59514,2010-01-01
1104,382,Barisan II,56930,Copper,Projects,Advanced Exploration,Active,"Copper,Gold,Silver",Aceh,4.0312,97.27827,2020-10-01
1106,107,Barisan 1,35912,Gold,Projects,Reserves Development,Active,"Gold,Silver",Aceh,4.315,97.16139,2021-12-01
1106,413,Badak,60134,Gold,Projects,Exploration,Inactive,"Gold,Copper",Aceh,4.534,96.807,2012-08-01
1106,374,Takengon,56240,Copper,Projects,Exploration,Inactive,"Copper,Gold",Aceh,4.78181,96.59175,2020-10-01
1107,317,Meulaboh,50516,Coal,Projects,Exploration,Inactive,Coal,Aceh,4.11417,96.20229,2011-12-01
1107,316,Meulaboh,50515,Coal,Projects,Exploration,Active,Coal,Aceh,4.14345,96.12812,2013-11-01
1107,278,CVM Coal,42038,Coal,Projects,Exploration,Inactive,Coal,Aceh,4.44917,96.55,2014-04-01
1107,516,Beutong,67575,Copper,Projects,Prefeas/Scoping,Active,"Copper,Molybdenum,Gold,Silver",Aceh,4.479,96.57,2022-05-01
1108,363,Aceh,53123,Gold,Projects,Grassroots,Inactive,Gold,Aceh,5.69821,95.07878,2001-01-01
1109,436,Woyla,61849,Gold,Projects,Target Outline,Active,"Gold,Silver,Copper",Aceh,4.76,96.15,2022-09-01
1109,8,Woyla,26955,Gold,Projects,Operating,Inactive,Gold,Aceh,4.77519,96.13603,1989-07-01
1109,405,Sable,59748,Gold,Projects,Grassroots,Inactive,Gold,Aceh,4.795,96.013,2012-08-01
1109,110,Miwah,36246,Gold,Projects,Reserves Development,Temporarily On Hold,"Gold,Silver",Aceh,4.832461,96.292386,2020-10-01
1109,333,Banda Raya,51046,Gold,Projects,Target Outline,Active,Gold,Aceh,4.89503,96.39325,2014-03-01
1109,381,Tangse,56929,Copper,Projects,Exploration,Temporarily On Hold,"Copper,Molybdenum",Aceh,5.011,95.845,2014-12-01
1202,89,Pungkut,32614,Gold,Projects,Construction Started,Active,"Gold,Copper,Silver",Sumatera Utara,0.86925,99.47826,2022-08-01
1203,360,Aek Pahu,53090,Gold,Projects,Exploration,Inactive,Gold,Sumatera Utara,1.49487,99.04367,2016-04-01
1203,86,Martabe,32223,Gold,Projects,Expansion,Active,"Gold,Silver",Sumatera Utara,1.51495,99.06439,2017-03-01
1208,55,Mangani,29868,Gold,Projects,Target Outline,Inactive,Gold,Sumatera Utara,2.66078,99.24438,2004-12-01
1208,466,Kuala Tanjung Smelter,63566,Aluminum,Facilities,Operating,,Aluminum,Sumatera Utara,3.35044,99.4535,
1210,371,Sarkea,55800,Copper,Projects,Exploration,Inactive,"Copper,Zinc,Lead,Tin,Tungsten,Molybdenum,Iron Ore,Silver,Magnetite",Sumatera Utara,2.77,98.145,2017-12-01
1210,72,Dairi,30822,Zinc,Projects,Construction Started,Active,"Zinc,Lead,Silver",Sumatera Utara,2.785,98.134,2021-12-01
1212,351,Paramasan,52773,Gold,Projects,,Inactive,Gold,Sumatera Utara,3.3013,98.7877,1988-11-01
1301,47,Karang,29697,Gold,Projects,Target Outline,Inactive,"Gold,Copper",Sumatera Barat,-1.38,98.86771,1998-02-01
1302,140,Tapan,38844,Coal,Projects,Reserves Development,Active,Coal,Sumatera Barat,-2.11556,101.13889,2018-06-01
1302,442,Lumpo,61887,Coal,Projects,Exploration,Inactive,Coal,Sumatera Barat,-1.34,100.63,2011-10-01
1302,253,Atoz,41413,Coal,Projects,Preproduction,Inactive,Coal,Sumatera Barat,-1.32083,100.59444,2018-04-01
1302,528,Painan,68167,Coal,Projects,Grassroots,Inactive,Coal,Sumatera Barat,-1.314,100.604,2014-12-01
1302,332,TPN,51012,Coal,Projects,Operating,On Hold Awaiting Higher Prices,Coal,Sumatera Barat,-1.3087,100.60606,2016-04-01
1302,473,Sumatran,64260,Coal,Projects,Prefeas/Scoping,Inactive,Coal,Sumatera Barat,-1.28354,100.5751,2011-10-01
1302,190,Lumpo,40139,Coal,Projects,Target Outline,Active,Coal,Sumatera Barat,-1.26611,100.5775,2012-10-01
1303,517,BCS,67769,Iron Ore,Projects,Exploration,Inactive,Iron Ore,Sumatera Barat,-1.571,101.144,2017-03-01
1303,97,Lubuk Gadang,34495,Zinc,Projects,Reserves Development,Inactive,"Zinc,Lead",Sumatera Barat,-1.51597,101.2122,2010-12-01
1303,527,Solok,68164,Iron Ore,Projects,Feasibility,On Hold Awaiting Higher Prices,Iron Ore,Sumatera Barat,-0.945,100.933,2016-04-01
1303,379,Singkarak,56834,Copper,Projects,Grassroots,Inactive,"Copper,Gold",Sumatera Barat,-0.6811,100.598,2008-10-01
1304,503,Block 7,66406,Coal,Projects,Grassroots,Inactive,Coal,Sumatera Barat,-1.196,101.794,2013-04-01
1304,99,Rawang Gadang,35147,Iron Ore,Projects,Target Outline,Inactive,Iron Ore,Sumatera Barat,-1.08333,101.21667,2008-10-01
1305,275,Allied Indo,41924,Coal,Projects,Operating,,Coal,Sumatera Barat,-0.51667,100.63333,2011-12-01
1306,191,Aie Dingin,40175,Iron Ore,Projects,Preproduction,Inactive,Iron Ore,Sumatera Barat,-0.80083,100.40889,2012-02-01
1306,43,Tanjung Balit,29606,Zinc,Projects,Target Outline,Inactive,"Zinc,Lead,Silver,Gold",Sumatera Barat,-0.41032,100.17371,1997-02-01
1307,112,Agam Iron Sands,36381,Iron Ore,Projects,Reserves Development,Active,Iron Ore,Sumatera Barat,-0.20329,99.80616,2012-12-01
1308,296,MBM,50355,Coal,Projects,Operating,,Coal,Sumatera Barat,0.01816,100.77536,2014-09-01
1309,134,Sontang,38297,Gold,Projects,Exploration,Inactive,"Gold,Silver,Zinc,Copper,Lead",Sumatera Barat,0.44806,99.93722,2015-09-01
1373,155,Ombilin Mining Unit,39116,Coal,Projects,Closed,Inactive,Coal,Sumatera Barat,-0.62494,100.75582,2020-12-01
1402,154,Peranap Mine,39115,Coal,Projects,Operating,Active,Coal,Riau,-0.592,102.04,2020-12-01
1402,259,Rengat,41460,Coal,Projects,Target Outline,Active,Coal,Riau,-0.33778,102.38028,2018-02-01
1403,320,Riau,50519,Coal,Projects,Operating,,Coal,Riau,-0.75667,102.93696,2011-12-01
1406,429,Reudeup,61422,Coal,Projects,Exploration,Inactive,Coal,Riau,0.69991,100.69044,2010-10-01
1409,148,Jambi,38923,Coal,Projects,Exploration,Inactive,Coal,Riau,1.4875,101.0975,2011-08-01
1502,216,Bangko,40487,Coal,Projects,Exploration,Inactive,Coal,Jambi,-2.72249,102.02944,2012-11-01
1502,373,Muara Manderas,56187,Gold,Projects,Exploration,Inactive,Gold,Jambi,-2.65819,101.90566,2015-01-01
1502,397,Bangko-Merangin,58515,Coal,Projects,Exploration,Inactive,Coal,Jambi,-2.064,102.279,2013-05-01
1502,117,Nalo Baru,36886,Iron Ore,Projects,Operating,,Iron Ore,Jambi,-2.01609,102.06906,2012-11-01
1503,141,Sarolangun,38852,Coal,Projects,Operating,Active,Coal,Jambi,-2.30627,102.78378,2020-10-01
1503,309,Intitirta Primasakti,50487,Coal,Projects,Operating,,Coal,Jambi,-2.08707,103.10227,2011-12-01
1503,208,MP,40450,Coal,Projects,Exploration,Inactive,Coal,Jambi,-2.05444,102.6675,2011-11-01
1504,249,PT Sarwa,41082,Coal,Projects,Reserves Development,Inactive,Coal,Jambi,-1.94363,103.03766,2022-06-01
1507,419,Sokki Prima,60572,Coal,Projects,Grassroots,Inactive,Coal,Jambi,-1.299,103.214,2012-03-01
1507,418,CV Chandra Jaya,60571,Coal,Projects,Exploration,Inactive,Coal,Jambi,-1.157,102.957,2012-03-01
1508,266,Jambi,41615,Coal,Projects,Reserves Development,Active,Coal,Jambi,-1.35167,102.54361,2014-09-01
1508,448,West Tanjung Jabung,62211,Coal,Projects,Grassroots,Inactive,Coal,Jambi,-1.11409,102.33954,2012-03-01
1509,207,MBT,40449,Coal,Projects,Exploration,Inactive,Coal,Jambi,-1.64972,101.93667,2011-11-01
1509,318,Muara Bungo,50517,Coal,Projects,Operating,,Coal,Jambi,-1.59928,101.92055,2011-12-01
1509,504,Block 9,66409,Coal,Projects,Advanced Exploration,Inactive,Coal,Jambi,-1.413,101.856,2014-11-01
1509,232,KIM,40679,Coal,Projects,Operating,Active,Coal,Jambi,-1.40968,101.72192,2020-12-01
1601,343,Kukusan,52685,Gold,Projects,,Inactive,Gold,Sumatera Selatan,-4.42668,104.06988,2001-01-01
1603,391,Rambang Daku,57863,Coal,Projects,Grassroots,Inactive,Coal,Sumatera Selatan,-3.9741,103.85201,2007-10-01
1603,576,PT Bara Anugrah Sejahtera,84076,Coal,Projects,Operating,Active,Coal,Sumatera Selatan,-3.8217,103.78618,2020-06-01
1603,495,Bukit Kendi,66087,Coal,Projects,Closed,Rehabilitation,Coal,Sumatera Selatan,-3.797,103.741,2018-12-01
1603,218,BEE,40532,Coal,Projects,Exploration,Active,Coal,Sumatera Selatan,-3.78554,103.97683,2021-04-01
1603,539,Banko Barat & Tengah,69471,Coal,Projects,Operating,Active,Coal,Sumatera Selatan,-3.77734,103.83335,2020-12-01
1603,390,Gunung Megang,57862,Coal,Projects,Grassroots,Inactive,Coal,Sumatera Selatan,-3.76818,103.82065,2007-10-01
1603,537,Tambang Air Laya,69469,Coal,Projects,Operating,Active,Coal,Sumatera Selatan,-3.73827,103.7824,2020-12-01
1603,156,Tanjung Enim,39117,Coal,Projects,Operating,Active,Coal,Sumatera Selatan,-3.73599,103.78248,2022-08-01
1603,515,Indonesia,67418,Coal,Projects,Operating,Active,Coal,Sumatera Selatan,-3.40082,104.11776,2017-03-01
1603,221,Pendopo,40542,Coal,Projects,Feasibility Complete,Active,Coal,Sumatera Selatan,-3.31121,103.957216,2018-01-01
1604,388,Nimbung,57860,Coal,Projects,Grassroots,Inactive,Coal,Sumatera Selatan,-3.83362,103.60287,2007-10-01
1604,389,Rawas Ilir,57861,Coal,Projects,Grassroots,Inactive,Coal,Sumatera Selatan,-3.81432,103.56944,2007-10-01
1604,546,DAS,70461,Coal,Projects,Operating,Inactive,Coal,Sumatera Selatan,-3.769,103.627,2014-05-01
1604,538,Muara Tiga Besar,69470,Coal,Projects,Operating,Active,Coal,Sumatera Selatan,-3.73214,103.73343,2020-12-01
1604,217,MIP,40531,Coal,Projects,Operating,Active,Coal,Sumatera Selatan,-3.71407,103.63086,2022-03-01
1604,577,PT Banjarsari Pribumi,84078,Coal,Projects,Operating,Active,Coal,Sumatera Selatan,-3.67636,103.71448,2019-12-01
1605,387,Muara Lakitan,57859,Coal,Projects,Grassroots,Inactive,Coal,Sumatera Selatan,-3.20945,103.49874,2007-10-01
1605,13,Tembang,27135,Gold,Projects,Operating,Care And Maintenance,"Gold,Silver",Sumatera Selatan,-2.86125,102.65331,2018-08-01
1605,494,Musi Rawas,66039,Gold,Projects,Grassroots,Inactive,"Gold,Silver",Sumatera Selatan,-2.84123,102.66994,2017-12-01
1605,553,Mutara,75892,Coal,Projects,Operating,Active,Coal,Sumatera Selatan,-2.61533,103.14544,2015-03-01
1605,578,BSL,84305,Coal,Projects,Operating,Active,Coal,Sumatera Selatan,-2.54356,103.24259,2022-07-01
1605,339,Triaryani,52410,Coal,Projects,Preproduction,Active,Coal,Sumatera Selatan,-2.49343,103.10584,2014-04-01
1606,639,WRL,89307,Coal,Projects,Reserves Development,Active,Coal,Sumatera Selatan,-2.97327,103.65391,2021-12-01
1606,298,Astaka Dodol,50395,Coal,Projects,Reserves Development,,Coal,Sumatera Selatan,-2.58601,103.38966,2013-10-01
1606,276,BMP,41925,Coal,Projects,Reserves Development,Inactive,Coal,Sumatera Selatan,-2.52472,103.87833,2011-12-01
1701,118,Seluma Iron Sands,37138,Iron Ore,Projects,Exploration,Inactive,Iron Ore,Bengkulu,-4.28333,102.71667,2011-09-01
1701,192,Kilisuci,40192,Coal,Projects,Exploration,Inactive,Coal,Bengkulu,-3.92972,102.73194,2015-06-01
1701,303,Bukit Bara Utama,50454,Coal,Projects,Operating,,Coal,Bengkulu,-3.91311,102.55779,2011-12-01
1702,83,Tiris,31433,Gold,Projects,Exploration,Inactive,"Gold,Silver",Bengkulu,-3.14722,102.20861,2002-06-01
1702,27,Lebong Donok,28534,Gold,Projects,Target Outline,Inactive,Gold,Bengkulu,-3.10874,102.18347,1999-03-01
1702,59,Tambang Sawah,29932,Gold,Projects,Reserves Development,Inactive,Gold,Bengkulu,-3.04049,102.1857,1999-03-01
1703,280,Seluang,42070,Coal,Projects,Operating,,Coal,Bengkulu,-3.78125,102.52207,2011-12-01
1703,519,Bengkulu,67881,Coal,Projects,Advanced Exploration,Inactive,Coal,Bengkulu,-3.495,102.28,2014-01-01
1703,270,Bengkulu,41709,Coal,Projects,Exploration,Inactive,Coal,Bengkulu,-3.43836,102.10896,2017-05-01
1703,411,Bengkulu,60080,Coal,Projects,Grassroots,Inactive,Coal,Bengkulu,-3.08946,101.74618,2010-07-01
1703,6,Bengkulu,26777,Gold,Projects,Operating,Inactive,Gold,Bengkulu,-3.01833,101.8975,2010-01-01
1703,0,Tandai,25676,Gold,Projects,Target Outline,Active,"Gold,Silver",Bengkulu,-3.01667,101.85,2017-08-01
1703,250,MukoMuko,41115,Coal,Projects,Exploration,Active,Coal,Bengkulu,-2.81972,101.55361,2014-02-01
1802,524,Lampung,68010,Iron Ore,Projects,Operating,Inactive,Iron Ore,Lampung,-5.59406,104.77283,2014-07-01
1802,347,Lampung,52735,Gold,Projects,,Inactive,Gold,Lampung,-5.29002,104.41051,1989-05-01
1802,32,Way Linggo,29008,Gold,Projects,Expansion,Active,"Gold,Silver",Lampung,-5.288,104.40998,2022-07-01
1805,443,Lampung,61889,Coal,Projects,Exploration,Inactive,Coal,Lampung,-4.92,105.29,2011-01-01
1807,488,Sugico,65535,Coal,Projects,Grassroots,Inactive,Coal,Lampung,-4.839,104.538,2014-12-01
1807,67,Ojolali,30387,Gold,Projects,Reserves Development,Active,"Gold,Silver",Lampung,-4.67703,104.51583,2016-09-01
1871,49,Karya Bukit Utama,29786,Gold,Projects,Target Outline,Inactive,"Gold,Silver",Lampung,-5.41167,105.21028,2003-02-01
1901,465,Koba Refinery,63537,Tin,Facilities,Operating,,Tin,Bangka Belitung,-2.5,106.4167,
1901,29,PT Koba Tin,28686,Tin,Projects,Closed,Inactive,Tin,Bangka Belitung,-2.48111,106.42056,2016-01-01
1901,19,Timah,27554,Tin,Projects,Operating,Active,"Tin,Lanthanum,Thorium,Yttrium,Cerium,Ilmenite",Bangka Belitung,-2.26427,105.89565,2022-04-01
1902,81,Lilangan,31201,Gold,Projects,Exploration,Inactive,Gold,Bangka Belitung,-3.11861,108.0825,1999-05-01
1902,258,Yinchen,41452,Tin,Projects,Reserves Development,Inactive,Tin,Bangka Belitung,-2.9318,107.72376,2016-09-01
1902,90,Belitung,32727,Tin,Projects,Satellite,Active,Tin,Bangka Belitung,-2.78917,108.23278,2016-06-01
1902,61,Tikus,30029,Tin,Projects,Reserves Development,Inactive,"Tin,Tungsten",Bangka Belitung,-2.69761,107.76605,2003-05-01
1902,64,Kelapa Kampit,30146,Zinc,Projects,Reserves Development,Inactive,"Zinc,Lead,Silver,Tin",Bangka Belitung,-2.69194,108.08444,2008-04-01
6404,505,Sangatta,66544,Coal,Projects,Operating,Active,Coal,Kalimantan Timur,0.592,117.492,2019-06-01
6404,487,Damanka,65533,Coal,Projects,Operating,Inactive,Coal,Kalimantan Timur,0.71,117.59,2015-12-01
6404,544,Sangatta,70378,Coal,Projects,Operating,Active,Coal,Kalimantan Timur,0.77,117.43,2013-09-01
6404,306,Perkasa,50472,Coal,Projects,Operating,Active,Coal,Kalimantan Timur,0.77371,117.65127,2022-04-01
6404,404,Bengalon,59677,Coal,Projects,Operating,Active,Coal,Kalimantan Timur,0.774,117.587,2021-12-01
6404,566,GAM,79993,Coal,Projects,Operating,Active,Coal,Kalimantan Timur,1.11016,117.69822,2017-01-01
6404,252,PT Ganda Alam Makmur,41400,Coal,Projects,Reserves Development,Active,Coal,Kalimantan Timur,1.111678,117.696226,2012-07-01
6404,393,Mesra,57893,Coal,Projects,Grassroots,Inactive,Coal,Kalimantan Timur,1.54531,117.7456,2010-04-01
6404,240,TBH,40997,Coal,Projects,Preproduction,Care And Maintenance,Coal,Kalimantan Timur,0.534056,117.332084,2020-08-01
6404,425,East Kalimantan (3),61062,Coal,Projects,Grassroots,Inactive,Coal,Kalimantan Timur,0.62438,117.2685,2015-12-01
6404,167,BCKP,39561,Coal,Projects,Target Outline,Inactive,Coal,Kalimantan Timur,0.83333,117.18333,2012-03-01
6404,138,East Kutai,38634,Coal,Projects,Preproduction,Under Litigation,Coal,Kalimantan Timur,0.91664,116.58338,2019-03-01
6404,219,BEP,40533,Coal,Projects,Reserves Development,Active,Coal,Kalimantan Timur,1.23604,116.76429,2021-03-01
